gameId,creationTime,gameDuration,seasonId,winner,team1Wins,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_champ_ids,t2_champ_ids,t1_champ_names,t2_champ_names,t1_champ_tags,t2_champ_tags,t1_summoner_spells_ids,t2_summoner_spells_ids,t1_summoner_spells_names,t2_summoner_spells_names,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills,t1_bans,t2_bans,t1_ban_names,t2_ban_names,t1_objectives,t2_objectives
3310886058,1503195781960,1281,9,2,False,1,2,0,2,2,0,"[54, 222, 117, 64, 238]","[59, 16, 63, 429, 80]","['Malphite', 'Jinx', 'Lulu', 'Lee Sin', 'Zed']","['Jarvan IV', 'Soraka', 'Brand', 'Kalista', 'Pantheon']","[['Tank', 'Fighter'], ['Marksman'], ['Support', 'Mage'], ['Fighter', 'Assassin'], ['Assassin', 'Fighter']]","[['Tank', 'Fighter'], ['Support', 'Mage'], ['Mage'], ['Marksman'], ['Fighter', 'Assassin']]","[[12, 4], [4, 7], [14, 4], [4, 11], [4, 14]]","[[4, 11], [3, 4], [3, 4], [7, 4], [14, 4]]","[['Teleport', 'Flash'], ['Flash', 'Heal'], ['Ignite', 'Flash'], ['Flash', 'Smite'], ['Flash', 'Ignite']]","[['Flash', 'Smite'], ['Exhaust', 'Flash'], ['Exhaust', 'Flash'], ['Heal', 'Flash'], ['Ignite', 'Flash']]",1,0,0,0,0,7,0,1,2,0,"[90, 31, 8, 57, 84]","[29, 53, 141, 40, 7]","['Malzahar', ""Cho'Gath"", 'Vladimir', 'Maokai', 'Akali']","['Twitch', 'Blitzcrank', 'Kayn', 'Janna', 'LeBlanc']","[1, 0, 0, 0, 0]","[7, 0, 1, 2, 0]"
3312788079,1503330357573,1474,9,2,False,2,2,0,0,2,2,"[157, 119, 10, 91, 23]","[24, 238, 120, 67, 12]","['Yasuo', 'Draven', 'Kayle', 'Talon', 'Tryndamere']","['Jax', 'Zed', 'Hecarim', 'Vayne', 'Alistar']","[['Fighter', 'Assassin'], ['Marksman'], ['Fighter', 'Support'], ['Assassin', 'Fighter'], ['Fighter', 'Assassin']]","[['Fighter', 'Assassin'], ['Assassin', 'Fighter'], ['Fighter', 'Tank'], ['Marksman', 'Assassin'], ['Tank', 'Support']]","[[4, 14], [7, 4], [4, 3], [4, 11], [6, 12]]","[[4, 12], [4, 21], [11, 4], [4, 7], [4, 3]]","[['Flash', 'Ignite'], ['Heal', 'Flash'], ['Flash', 'Exhaust'], ['Flash', 'Smite'], ['Ghost', 'Teleport']]","[['Flash', 'Teleport'], ['Flash', 'Barrier'], ['Smite', 'Flash'], ['Flash', 'Heal'], ['Flash', 'Exhaust']]",0,0,0,0,0,6,0,0,1,1,"[420, 103, 28, 53, 245]","[420, 64, 90, 25, 105]","['Illaoi', 'Ahri', 'Evelynn', 'Blitzcrank', 'Ekko']","['Illaoi', 'Lee Sin', 'Malzahar', 'Morgana', 'Fizz']","[0, 0, 0, 0, 0]","[6, 0, 0, 1, 1]"
3329978805,1504551291167,1393,9,2,False,1,2,2,2,2,2,"[16, 21, 32, 103, 107]","[238, 122, 119, 99, 23]","['Soraka', 'Miss Fortune', 'Amumu', 'Ahri', 'Rengar']","['Zed', 'Darius', 'Draven', 'Lux', 'Tryndamere']","[['Support', 'Mage'], ['Marksman'], ['Tank', 'Mage'], ['Mage', 'Assassin'], ['Assassin', 'Fighter']]","[['Assassin', 'Fighter'], ['Fighter', 'Tank'], ['Marksman'], ['Mage', 'Support'], ['Fighter', 'Assassin']]","[[4, 3], [4, 7], [4, 11], [12, 4], [4, 14]]","[[14, 4], [12, 4], [7, 4], [14, 4], [11, 4]]","[['Flash', 'Exhaust'], ['Flash', 'Heal'], ['Flash', 'Smite'], ['Teleport', 'Flash'], ['Flash', 'Ignite']]","[['Ignite', 'Flash'], ['Teleport', 'Flash'], ['Heal', 'Flash'], ['Ignite', 'Flash'], ['Smite', 'Flash']]",0,0,0,0,0,10,2,1,2,1,"[67, 40, 157, 34, 18]","[53, 164, 38, 67, 40]","['Vayne', 'Janna', 'Yasuo', 'Anivia', 'Tristana']","['Blitzcrank', 'Camille', 'Kassadin', 'Vayne', 'Janna']","[0, 0, 0, 0, 0]","[10, 2, 1, 2, 1]"
3310722462,1503178520113,1061,9,1,True,2,1,0,0,1,0,"[21, 126, 12, 238, 141]","[84, 131, 236, 201, 14]","['Miss Fortune', 'Jayce', 'Alistar', 'Zed', 'Kayn']","['Akali', 'Diana', 'Lucian', 'Braum', 'Sion']","[['Marksman'], ['Fighter', 'Marksman'], ['Tank', 'Support'], ['Assassin', 'Fighter'], ['Fighter', 'Assassin']]","[['Assassin'], ['Fighter', 'Mage'], ['Marksman'], ['Support', 'Tank'], ['Tank', 'Fighter']]","[[4, 7], [4, 12], [4, 3], [4, 14], [4, 11]]","[[11, 4], [4, 14], [7, 4], [3, 4], [12, 6]]","[['Flash', 'Heal'], ['Flash', 'Teleport'], ['Flash', 'Exhaust'], ['Flash', 'Ignite'], ['Flash', 'Smite']]","[['Smite', 'Flash'], ['Flash', 'Ignite'], ['Heal', 'Flash'], ['Exhaust', 'Flash'], ['Teleport', 'Ghost']]",1,0,0,1,0,0,0,0,0,0,"[105, 245, 157, 75, 412]","[119, 53, 105, 122, 157]","['Fizz', 'Ekko', 'Yasuo', 'Nasus', 'Thresh']","['Draven', 'Blitzcrank', 'Fizz', 'Darius', 'Yasuo']","[1, 0, 0, 1, 0]","[0, 0, 0, 0, 0]"
3305231495,1502829211450,1235,9,2,False,2,2,0,0,1,1,"[43, 92, 18, 91, 20]","[107, 17, 238, 51, 432]","['Karma', 'Riven', 'Tristana', 'Talon', 'Nunu']","['Rengar', 'Teemo', 'Zed', 'Caitlyn', 'Bard']","[['Mage', 'Support'], ['Fighter', 'Assassin'], ['Marksman', 'Assassin'], ['Assassin', 'Fighter'], ['Support', 'Fighter']]","[['Assassin', 'Fighter'], ['Marksman', 'Assassin'], ['Assassin', 'Fighter'], ['Marksman'], ['Support', 'Mage']]","[[4, 3], [12, 4], [4, 7], [14, 4], [11, 4]]","[[4, 11], [4, 14], [14, 4], [7, 4], [4, 3]]","[['Flash', 'Exhaust'], ['Teleport', 'Flash'], ['Flash', 'Heal'], ['Ignite', 'Flash'], ['Smite', 'Flash']]","[['Flash', 'Smite'], ['Flash', 'Ignite'], ['Ignite', 'Flash'], ['Heal', 'Flash'], ['Flash', 'Exhaust']]",0,0,0,1,1,7,0,0,1,0,"[161, 157, 23, 38, 119]","[90, 157, 122, 80, 6]","[""Vel'Koz"", 'Yasuo', 'Tryndamere', 'Kassadin', 'Draven']","['Malzahar', 'Yasuo', 'Darius', 'Pantheon', 'Urgot']","[0, 0, 0, 1, 1]","[7, 0, 0, 1, 0]"
3278416701,1501018667772,1443,9,1,True,1,1,0,0,1,0,"[150, 412, 238, 429, 48]","[497, 105, 36, 3, 202]","['Gnar', 'Thresh', 'Zed', 'Kalista', 'Trundle']","['Rakan', 'Fizz', 'Dr. Mundo', 'Galio', 'Jhin']","[['Fighter', 'Tank'], ['Support', 'Fighter'], ['Assassin', 'Fighter'], ['Marksman'], ['Fighter', 'Tank']]","[['Support'], ['Assassin', 'Fighter'], ['Fighter', 'Tank'], ['Tank', 'Mage'], ['Marksman', 'Assassin']]","[[4, 12], [3, 4], [4, 14], [4, 7], [6, 11]]","[[4, 3], [4, 12], [11, 4], [4, 14], [7, 4]]","[['Flash', 'Teleport'], ['Exhaust', 'Flash'], ['Flash', 'Ignite'], ['Flash', 'Heal'], ['Ghost', 'Smite']]","[['Flash', 'Exhaust'], ['Flash', 'Teleport'], ['Smite', 'Flash'], ['Flash', 'Ignite'], ['Heal', 'Flash']]",6,0,0,1,0,0,0,0,0,0,"[61, 38, 24, 154, 114]","[99, 1, 157, 89, 141]","['Orianna', 'Kassadin', 'Jax', 'Zac', 'Fiora']","['Lux', 'Annie', 'Yasuo', 'Leona', 'Kayn']","[6, 0, 0, 1, 0]","[0, 0, 0, 0, 0]"
3327858578,1504389495809,939,9,2,False,1,2,0,0,2,0,"[16, 498, 75, 11, 238]","[497, 157, 18, 28, 24]","['Soraka', 'Xayah', 'Nasus', 'Master Yi', 'Zed']","['Rakan', 'Yasuo', 'Tristana', 'Evelynn', 'Jax']","[['Support', 'Mage'], ['Marksman'], ['Fighter', 'Tank'], ['Assassin', 'Fighter'], ['Assassin', 'Fighter']]","[['Support'], ['Fighter', 'Assassin'], ['Marksman', 'Assassin'], ['Assassin', 'Mage'], ['Fighter', 'Assassin']]","[[4, 3], [4, 7], [4, 12], [11, 4], [14, 4]]","[[4, 14], [4, 3], [4, 7], [11, 4], [12, 4]]","[['Flash', 'Exhaust'], ['Flash', 'Heal'], ['Flash', 'Teleport'], ['Smite', 'Flash'], ['Ignite', 'Flash']]","[['Flash', 'Ignite'], ['Flash', 'Exhaust'], ['Flash', 'Heal'], ['Smite', 'Flash'], ['Teleport', 'Flash']]",0,0,0,0,0,2,0,0,1,0,"[119, 107, 122, 91, 21]","[40, 119, 117, 43, 67]","['Draven', 'Rengar', 'Darius', 'Talon', 'Miss Fortune']","['Janna', 'Draven', 'Lulu', 'Karma', 'Vayne']","[0, 0, 0, 0, 0]","[2, 0, 0, 1, 0]"
3330346798,1504571860455,1215,9,2,False,1,2,0,0,1,0,"[25, 58, 19, 96, 497]","[203, 48, 238, 15, 432]","['Morgana', 'Renekton', 'Warwick', ""Kog'Maw"", 'Rakan']","['Kindred', 'Trundle', 'Zed', 'Sivir', 'Bard']","[['Mage', 'Support'], ['Fighter', 'Tank'], ['Fighter', 'Tank'], ['Marksman', 'Mage'], ['Support']]","[['Marksman'], ['Fighter', 'Tank'], ['Assassin', 'Fighter'], ['Marksman'], ['Support', 'Mage']]","[[14, 4], [12, 4], [4, 11], [7, 4], [4, 3]]","[[4, 11], [4, 12], [14, 4], [4, 7], [4, 14]]","[['Ignite', 'Flash'], ['Teleport', 'Flash'], ['Flash', 'Smite'], ['Heal', 'Flash'], ['Flash', 'Exhaust']]","[['Flash', 'Smite'], ['Flash', 'Teleport'], ['Ignite', 'Flash'], ['Flash', 'Heal'], ['Flash', 'Ignite']]",1,0,0,1,0,3,0,0,1,0,"[31, 157, 90, 498, 117]","[28, 141, 89, 67, 38]","[""Cho'Gath"", 'Yasuo', 'Malzahar', 'Xayah', 'Lulu']","['Evelynn', 'Kayn', 'Leona', 'Vayne', 'Kassadin']","[1, 0, 0, 1, 0]","[3, 0, 0, 1, 0]"
3277512393,1500986578605,195,9,2,False,2,0,0,0,0,0,"[40, 110, 59, 113, 1]","[99, 245, 238, 141, 19]","['Janna', 'Varus', 'Jarvan IV', 'Sejuani', 'Annie']","['Lux', 'Ekko', 'Zed', 'Kayn', 'Warwick']","[['Support', 'Mage'], ['Marksman', 'Mage'], ['Tank', 'Fighter'], ['Tank', 'Fighter'], ['Mage']]","[['Mage', 'Support'], ['Assassin', 'Fighter'], ['Assassin', 'Fighter'], ['Fighter', 'Assassin'], ['Fighter', 'Tank']]","[[4, 3], [4, 7], [4, 12], [4, 11], [4, 14]]","[[4, 14], [12, 4], [14, 4], [12, 4], [4, 11]]","[['Flash', 'Exhaust'], ['Flash', 'Heal'], ['Flash', 'Teleport'], ['Flash', 'Smite'], ['Flash', 'Ignite']]","[['Flash', 'Ignite'], ['Teleport', 'Flash'], ['Ignite', 'Flash'], ['Teleport', 'Flash'], ['Flash', 'Smite']]",0,0,0,0,0,0,0,0,0,0,"[61, 42, 31, 60, 28]","[117, 91, 11, 79, 157]","['Orianna', 'Corki', ""Cho'Gath"", 'Elise', 'Evelynn']","['Lulu', 'Talon', 'Master Yi', 'Gragas', 'Yasuo']","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3320566410,1503856426626,1302,9,2,False,2,2,2,0,2,1,"[238, 20, 412, 75, 498]","[141, 16, 67, 6, 50]","['Zed', 'Nunu', 'Thresh', 'Nasus', 'Xayah']","['Kayn', 'Soraka', 'Vayne', 'Urgot', 'Swain']","[['Assassin', 'Fighter'], ['Support', 'Fighter'], ['Support', 'Fighter'], ['Fighter', 'Tank'], ['Marksman']]","[['Fighter', 'Assassin'], ['Support', 'Mage'], ['Marksman', 'Assassin'], ['Fighter', 'Marksman'], ['Mage', 'Fighter']]","[[4, 14], [11, 4], [4, 3], [4, 12], [7, 4]]","[[11, 4], [3, 4], [7, 4], [4, 14], [12, 4]]","[['Flash', 'Ignite'], ['Smite', 'Flash'], ['Flash', 'Exhaust'], ['Flash', 'Teleport'], ['Heal', 'Flash']]","[['Smite', 'Flash'], ['Exhaust', 'Flash'], ['Heal', 'Flash'], ['Flash', 'Ignite'], ['Teleport', 'Flash']]",0,0,0,0,1,8,1,0,1,0,"[157, 11, 236, 114, 40]","[84, 432, 117, 31, 35]","['Yasuo', 'Master Yi', 'Lucian', 'Fiora', 'Janna']","['Akali', 'Bard', 'Lulu', ""Cho'Gath"", 'Shaco']","[0, 0, 0, 0, 1]","[8, 1, 0, 1, 0]"
3281367073,1501244265025,192,9,1,True,0,0,0,0,0,0,"[26, 15, 157, 6, 120]","[141, 54, 238, 63, 81]","['Zilean', 'Sivir', 'Yasuo', 'Urgot', 'Hecarim']","['Kayn', 'Malphite', 'Zed', 'Brand', 'Ezreal']","[['Support', 'Mage'], ['Marksman'], ['Fighter', 'Assassin'], ['Fighter', 'Marksman'], ['Fighter', 'Tank']]","[['Fighter', 'Assassin'], ['Tank', 'Fighter'], ['Assassin', 'Fighter'], ['Mage'], ['Marksman', 'Mage']]","[[4, 3], [4, 7], [14, 4], [4, 12], [6, 11]]","[[11, 4], [12, 4], [4, 14], [4, 14], [7, 4]]","[['Flash', 'Exhaust'], ['Flash', 'Heal'], ['Ignite', 'Flash'], ['Flash', 'Teleport'], ['Ghost', 'Smite']]","[['Smite', 'Flash'], ['Teleport', 'Flash'], ['Flash', 'Ignite'], ['Flash', 'Ignite'], ['Heal', 'Flash']]",0,0,0,0,0,0,0,0,0,0,"[80, 119, 154, 61, 91]","[154, 79, 201, 75, 31]","['Pantheon', 'Draven', 'Zac', 'Orianna', 'Talon']","['Zac', 'Gragas', 'Braum', 'Nasus', ""Cho'Gath""]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3312778219,1503330240674,1042,9,2,False,2,2,2,0,2,2,"[202, 99, 36, 79, 238]","[42, 51, 3, 154, 37]","['Jhin', 'Lux', 'Dr. Mundo', 'Gragas', 'Zed']","['Corki', 'Caitlyn', 'Galio', 'Zac', 'Sona']","[['Marksman', 'Assassin'], ['Mage', 'Support'], ['Fighter', 'Tank'], ['Fighter', 'Mage'], ['Assassin', 'Fighter']]","[['Marksman'], ['Marksman'], ['Tank', 'Mage'], ['Tank', 'Fighter'], ['Support', 'Mage']]","[[4, 7], [3, 4], [4, 12], [4, 11], [4, 14]]","[[4, 7], [4, 3], [12, 4], [4, 11], [4, 3]]","[['Flash', 'Heal'], ['Exhaust', 'Flash'], ['Flash', 'Teleport'], ['Flash', 'Smite'], ['Flash', 'Ignite']]","[['Flash', 'Heal'], ['Flash', 'Exhaust'], ['Teleport', 'Flash'], ['Flash', 'Smite'], ['Flash', 'Exhaust']]",0,0,0,0,0,8,1,0,1,1,"[31, 122, 119, 29, 18]","[19, 80, 122, 119, 11]","[""Cho'Gath"", 'Darius', 'Draven', 'Twitch', 'Tristana']","['Warwick', 'Pantheon', 'Darius', 'Draven', 'Master Yi']","[0, 0, 0, 0, 0]","[8, 1, 0, 1, 1]"
3311095302,1503227499010,1241,9,2,False,1,2,2,0,2,0,"[22, 89, 131, 59, 86]","[157, 78, 498, 238, 25]","['Ashe', 'Leona', 'Diana', 'Jarvan IV', 'Garen']","['Yasuo', 'Poppy', 'Xayah', 'Zed', 'Morgana']","[['Marksman', 'Support'], ['Tank', 'Support'], ['Fighter', 'Mage'], ['Tank', 'Fighter'], ['Fighter', 'Tank']]","[['Fighter', 'Assassin'], ['Tank', 'Fighter'], ['Marksman'], ['Assassin', 'Fighter'], ['Mage', 'Support']]","[[4, 7], [14, 4], [4, 3], [11, 4], [12, 4]]","[[4, 12], [4, 11], [4, 7], [4, 14], [3, 4]]","[['Flash', 'Heal'], ['Ignite', 'Flash'], ['Flash', 'Exhaust'], ['Smite', 'Flash'], ['Teleport', 'Flash']]","[['Flash', 'Teleport'], ['Flash', 'Smite'], ['Flash', 'Heal'], ['Flash', 'Ignite'], ['Exhaust', 'Flash']]",0,0,0,0,0,11,3,0,2,0,"[119, 90, 18, 114, 12]","[84, 40, 17, 53, 141]","['Draven', 'Malzahar', 'Tristana', 'Fiora', 'Alistar']","['Akali', 'Janna', 'Teemo', 'Blitzcrank', 'Kayn']","[0, 0, 0, 0, 0]","[11, 3, 0, 2, 0]"
3322028403,1503967626492,1415,9,1,True,2,1,1,0,1,1,"[222, 157, 86, 11, 53]","[107, 26, 22, 17, 238]","['Jinx', 'Yasuo', 'Garen', 'Master Yi', 'Blitzcrank']","['Rengar', 'Zilean', 'Ashe', 'Teemo', 'Zed']","[['Marksman'], ['Fighter', 'Assassin'], ['Fighter', 'Tank'], ['Assassin', 'Fighter'], ['Tank', 'Fighter']]","[['Assassin', 'Fighter'], ['Support', 'Mage'], ['Marksman', 'Support'], ['Marksman', 'Assassin'], ['Assassin', 'Fighter']]","[[7, 4], [4, 14], [4, 12], [11, 4], [4, 3]]","[[4, 11], [4, 3], [4, 7], [4, 12], [4, 14]]","[['Heal', 'Flash'], ['Flash', 'Ignite'], ['Flash', 'Teleport'], ['Smite', 'Flash'], ['Flash', 'Exhaust']]","[['Flash', 'Smite'], ['Flash', 'Exhaust'], ['Flash', 'Heal'], ['Flash', 'Teleport'], ['Flash', 'Ignite']]",10,2,0,2,1,0,0,0,0,0,"[420, 114, 119, 122, 90]","[51, 29, 67, 23, 122]","['Illaoi', 'Fiora', 'Draven', 'Darius', 'Malzahar']","['Caitlyn', 'Twitch', 'Vayne', 'Tryndamere', 'Darius']","[10, 2, 0, 2, 1]","[0, 0, 0, 0, 0]"
3328404169,1504449343513,1457,9,2,False,1,2,2,0,2,2,"[12, 238, 131, 60, 29]","[102, 236, 92, 38, 201]","['Alistar', 'Zed', 'Diana', 'Elise', 'Twitch']","['Shyvana', 'Lucian', 'Riven', 'Kassadin', 'Braum']","[['Tank', 'Support'], ['Assassin', 'Fighter'], ['Fighter', 'Mage'], ['Mage', 'Fighter'], ['Marksman', 'Assassin']]","[['Fighter', 'Tank'], ['Marksman'], ['Fighter', 'Assassin'], ['Assassin', 'Mage'], ['Support', 'Tank']]","[[4, 3], [4, 14], [4, 14], [11, 4], [4, 7]]","[[4, 11], [4, 7], [4, 12], [4, 12], [4, 3]]","[['Flash', 'Exhaust'], ['Flash', 'Ignite'], ['Flash', 'Ignite'], ['Smite', 'Flash'], ['Flash', 'Heal']]","[['Flash', 'Smite'], ['Flash', 'Heal'], ['Flash', 'Teleport'], ['Flash', 'Teleport'], ['Flash', 'Exhaust']]",0,0,0,0,0,11,3,0,3,1,"[18, 31, 23, 57, 53]","[61, 32, 90, 57, 157]","['Tristana', ""Cho'Gath"", 'Tryndamere', 'Maokai', 'Blitzcrank']","['Orianna', 'Amumu', 'Malzahar', 'Maokai', 'Yasuo']","[0, 0, 0, 0, 0]","[11, 3, 0, 3, 1]"
3324407501,1504143795111,1216,9,2,False,1,2,2,0,2,2,"[238, 266, 412, 32, 67]","[201, 86, 19, 131, 222]","['Zed', 'Aatrox', 'Thresh', 'Amumu', 'Vayne']","['Braum', 'Garen', 'Warwick', 'Diana', 'Jinx']","[['Assassin', 'Fighter'], ['Fighter', 'Tank'], ['Support', 'Fighter'], ['Tank', 'Mage'], ['Marksman', 'Assassin']]","[['Support', 'Tank'], ['Fighter', 'Tank'], ['Fighter', 'Tank'], ['Fighter', 'Mage'], ['Marksman']]","[[14, 4], [12, 4], [3, 4], [11, 4], [7, 4]]","[[3, 4], [4, 12], [4, 11], [4, 21], [4, 7]]","[['Ignite', 'Flash'], ['Teleport', 'Flash'], ['Exhaust', 'Flash'], ['Smite', 'Flash'], ['Heal', 'Flash']]","[['Exhaust', 'Flash'], ['Flash', 'Teleport'], ['Flash', 'Smite'], ['Flash', 'Barrier'], ['Flash', 'Heal']]",0,0,0,0,0,10,2,0,1,1,"[53, 90, 11, 429, 122]","[24, 420, 31, 1, 21]","['Blitzcrank', 'Malzahar', 'Master Yi', 'Kalista', 'Darius']","['Jax', 'Illaoi', ""Cho'Gath"", 'Annie', 'Miss Fortune']","[0, 0, 0, 0, 0]","[10, 2, 0, 1, 1]"
3329784082,1504539873457,1473,9,1,True,1,1,1,1,1,1,"[19, 84, 122, 18, 432]","[238, 63, 22, 59, 131]","['Warwick', 'Akali', 'Darius', 'Tristana', 'Bard']","['Zed', 'Brand', 'Ashe', 'Jarvan IV', 'Diana']","[['Fighter', 'Tank'], ['Assassin'], ['Fighter', 'Tank'], ['Marksman', 'Assassin'], ['Support', 'Mage']]","[['Assassin', 'Fighter'], ['Mage'], ['Marksman', 'Support'], ['Tank', 'Fighter'], ['Fighter', 'Mage']]","[[11, 4], [4, 12], [12, 4], [7, 4], [3, 4]]","[[4, 14], [4, 3], [4, 3], [4, 12], [11, 4]]","[['Smite', 'Flash'], ['Flash', 'Teleport'], ['Teleport', 'Flash'], ['Heal', 'Flash'], ['Exhaust', 'Flash']]","[['Flash', 'Ignite'], ['Flash', 'Exhaust'], ['Flash', 'Exhaust'], ['Flash', 'Teleport'], ['Smite', 'Flash']]",10,2,1,3,1,0,0,0,0,0,"[90, 31, 6, 40, 516]","[53, 1, 90, 55, 119]","['Malzahar', ""Cho'Gath"", 'Urgot', 'Janna', 'Ornn']","['Blitzcrank', 'Annie', 'Malzahar', 'Katarina', 'Draven']","[10, 2, 1, 3, 1]","[0, 0, 0, 0, 0]"
3327072646,1504350417041,1458,9,2,False,2,2,2,2,1,1,"[114, 64, 238, 236, 161]","[19, 103, 37, 222, 24]","['Fiora', 'Lee Sin', 'Zed', 'Lucian', ""Vel'Koz""]","['Warwick', 'Ahri', 'Sona', 'Jinx', 'Jax']","[['Fighter', 'Assassin'], ['Fighter', 'Assassin'], ['Assassin', 'Fighter'], ['Marksman'], ['Mage']]","[['Fighter', 'Tank'], ['Mage', 'Assassin'], ['Support', 'Mage'], ['Marksman'], ['Fighter', 'Assassin']]","[[4, 12], [4, 11], [4, 14], [4, 7], [3, 4]]","[[4, 11], [4, 14], [4, 3], [4, 7], [12, 4]]","[['Flash', 'Teleport'], ['Flash', 'Smite'], ['Flash', 'Ignite'], ['Flash', 'Heal'], ['Exhaust', 'Flash']]","[['Flash', 'Smite'], ['Flash', 'Ignite'], ['Flash', 'Exhaust'], ['Flash', 'Heal'], ['Teleport', 'Flash']]",3,0,0,1,1,7,1,1,1,0,"[113, 12, 40, 31, 105]","[157, 516, 16, 31, 122]","['Sejuani', 'Alistar', 'Janna', ""Cho'Gath"", 'Fizz']","['Yasuo', 'Ornn', 'Soraka', ""Cho'Gath"", 'Darius']","[3, 0, 0, 1, 1]","[7, 1, 1, 1, 0]"
3317103539,1503601254016,1499,9,1,True,2,2,0,0,1,0,"[6, 45, 238, 121, 236]","[141, 222, 157, 516, 74]","['Urgot', 'Veigar', 'Zed', ""Kha'Zix"", 'Lucian']","['Kayn', 'Jinx', 'Yasuo', 'Ornn', 'Heimerdinger']","[['Fighter', 'Marksman'], ['Mage'], ['Assassin', 'Fighter'], ['Assassin', 'Fighter'], ['Marksman']]","[['Fighter', 'Assassin'], ['Marksman'], ['Fighter', 'Assassin'], ['Tank', 'Fighter'], ['Mage', 'Support']]","[[4, 12], [3, 4], [4, 14], [11, 4], [7, 4]]","[[4, 11], [4, 7], [4, 12], [3, 4], [14, 4]]","[['Flash', 'Teleport'], ['Exhaust', 'Flash'], ['Flash', 'Ignite'], ['Smite', 'Flash'], ['Heal', 'Flash']]","[['Flash', 'Smite'], ['Flash', 'Heal'], ['Flash', 'Teleport'], ['Exhaust', 'Flash'], ['Ignite', 'Flash']]",4,0,0,1,0,1,0,0,0,0,"[119, 67, 105, 126, 86]","[91, 122, 53, 25, 126]","['Draven', 'Vayne', 'Fizz', 'Jayce', 'Garen']","['Talon', 'Darius', 'Blitzcrank', 'Morgana', 'Jayce']","[4, 0, 0, 1, 0]","[1, 0, 0, 0, 0]"
3314202467,1503428914505,1340,9,2,False,2,2,2,2,2,2,"[40, 32, 15, 164, 136]","[238, 33, 498, 117, 69]","['Janna', 'Amumu', 'Sivir', 'Camille', 'Aurelion Sol']","['Zed', 'Rammus', 'Xayah', 'Lulu', 'Cassiopeia']","[['Support', 'Mage'], ['Tank', 'Mage'], ['Marksman'], ['Fighter', 'Tank'], ['Mage', 'Fighter']]","[['Assassin', 'Fighter'], ['Tank', 'Fighter'], ['Marksman'], ['Support', 'Mage'], ['Mage']]","[[3, 4], [11, 4], [7, 4], [12, 4], [6, 4]]","[[14, 4], [11, 4], [4, 7], [4, 3], [4, 12]]","[['Exhaust', 'Flash'], ['Smite', 'Flash'], ['Heal', 'Flash'], ['Teleport', 'Flash'], ['Ghost', 'Flash']]","[['Ignite', 'Flash'], ['Smite', 'Flash'], ['Flash', 'Heal'], ['Flash', 'Exhaust'], ['Flash', 'Teleport']]",2,0,0,0,0,8,1,1,1,1,"[57, 114, 31, 85, 126]","[92, 141, 81, 113, 18]","['Maokai', 'Fiora', ""Cho'Gath"", 'Kennen', 'Jayce']","['Riven', 'Kayn', 'Ezreal', 'Sejuani', 'Tristana']","[2, 0, 0, 0, 0]","[8, 1, 1, 1, 1]"
3244594952,1498761376786,197,9,1,True,0,0,0,0,0,0,"[37, 21, 104, 238, 75]","[429, 99, 32, 23, 412]","['Sona', 'Miss Fortune', 'Graves', 'Zed', 'Nasus']","['Kalista', 'Lux', 'Amumu', 'Tryndamere', 'Thresh']","[['Support', 'Mage'], ['Marksman'], ['Marksman'], ['Assassin', 'Fighter'], ['Fighter', 'Tank']]","[['Marksman'], ['Mage', 'Support'], ['Tank', 'Mage'], ['Fighter', 'Assassin'], ['Support', 'Fighter']]","[[4, 3], [4, 7], [4, 11], [14, 4], [4, 12]]","[[4, 7], [3, 4], [11, 4], [4, 12], [4, 14]]","[['Flash', 'Exhaust'], ['Flash', 'Heal'], ['Flash', 'Smite'], ['Ignite', 'Flash'], ['Flash', 'Teleport']]","[['Flash', 'Heal'], ['Exhaust', 'Flash'], ['Smite', 'Flash'], ['Flash', 'Teleport'], ['Flash', 'Ignite']]",0,0,0,0,0,0,0,0,0,0,"[58, 122, 114, 105, 154]","[3, 201, 122, 25, 9]","['Renekton', 'Darius', 'Fiora', 'Fizz', 'Zac']","['Galio', 'Braum', 'Darius', 'Morgana', 'Fiddlesticks']","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
